Tahmin Tarihi,Kurum,Analist,Format,Belge Adı,Varlık,Vade,Hedef Tarihi,Spot Fiyat,Hedef Fiyat,Analiz Tezi,Gerçekleşen Fiyat,Sapma (pip),Yön İsabeti
2025-08-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Still Negative on SEK and NOK,USD/CAD,+3M,2025-11-19,1.3800,1.3800,USD/CAD hafif düşüş bekleniyor; CAD stabil,1.4000,200 pip (1.45%),❌
2025-08-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Still Negative on SEK and NOK,USD/CAD,+6M,2026-02-19,1.3800,1.3900,USD/CAD hafif düşüş bekleniyor; CAD stabil,1.3600,-300 pip (-2.16%),❌
2025-08-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Still Negative on SEK and NOK,USD/CAD,+12M,2026-08-19,1.3800,1.3900,USD/CAD hafif düşüş bekleniyor; CAD stabil,,,⏳
2025-09-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,USD/CAD,+1M,2025-10-19,1.3800,1.3800,CAD ticaret savaşına duyarlı; USD/CAD yükseliş riski,1.4000,200 pip (1.45%),❌
2025-09-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,USD/CAD,+3M,2025-12-19,1.3800,1.3800,CAD ticaret savaşına duyarlı; USD/CAD yükseliş riski,1.3800,0 pip (0.00%),✅
2025-09-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,USD/CAD,+6M,2026-03-19,1.3800,1.3900,CAD ticaret savaşına duyarlı; USD/CAD yükseliş riski,1.3700,-200 pip (-1.44%),❌
2025-09-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,USD/CAD,+12M,2026-09-19,1.3800,1.3900,CAD ticaret savaşına duyarlı; USD/CAD yükseliş riski,,,⏳
2025-10-21,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Upward Pressure on EUR/DKK,USD/CAD,+1M,2025-11-21,1.4000,1.4000,USD/CAD tarife riskiyle yukarı yönlü,1.4000,0 pip (0.00%),✅
2025-10-21,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Upward Pressure on EUR/DKK,USD/CAD,+3M,2026-01-21,1.4000,1.4100,USD/CAD tarife riskiyle yukarı yönlü,1.3900,-200 pip (-1.42%),❌
2025-10-21,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Upward Pressure on EUR/DKK,USD/CAD,+6M,2026-04-21,1.4000,1.4200,USD/CAD tarife riskiyle yukarı yönlü,,,⏳
2025-10-21,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Upward Pressure on EUR/DKK,USD/CAD,+12M,2026-10-21,1.4000,1.4200,USD/CAD tarife riskiyle yukarı yönlü,,,⏳
2025-11-18,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,USD/CAD,+1M,2025-12-18,1.4000,1.4100,CAD düşük volatilite; negatif seyir bekleniyor,1.3800,-300 pip (-2.13%),❌
2025-11-18,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,USD/CAD,+3M,2026-02-18,1.4000,1.4200,CAD düşük volatilite; negatif seyir bekleniyor,1.3600,-600 pip (-4.23%),❌
2025-11-18,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,USD/CAD,+6M,2026-05-18,1.4000,1.4300,CAD düşük volatilite; negatif seyir bekleniyor,,,⏳
2025-11-18,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,USD/CAD,+12M,2026-11-18,1.4000,1.4300,CAD düşük volatilite; negatif seyir bekleniyor,,,⏳
2025-12-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,USD/CAD,+1M,2026-01-19,1.3800,1.3800,CAD resesyon riskiyle karışık; USD/CAD stabil,1.3900,100 pip (0.72%),❌
2025-12-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,USD/CAD,+3M,2026-03-19,1.3800,1.3800,CAD resesyon riskiyle karışık; USD/CAD stabil,1.3700,-100 pip (-0.72%),❌
2025-12-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,USD/CAD,+6M,2026-06-19,1.3800,1.3900,CAD resesyon riskiyle karışık; USD/CAD stabil,,,⏳
2025-12-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,USD/CAD,+12M,2026-12-19,1.3800,1.3900,CAD resesyon riskiyle karışık; USD/CAD stabil,,,⏳
2026-01-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,USD/CAD,+1M,2026-02-19,1.3900,1.3900,CAD enerji fiyatlarıyla destekli; USD/CAD düşüyor,1.3600,-300 pip (-2.16%),❌
2026-01-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,USD/CAD,+3M,2026-04-19,1.3900,1.3900,CAD enerji fiyatlarıyla destekli; USD/CAD düşüyor,,,⏳
2026-01-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,USD/CAD,+6M,2026-07-19,1.3900,1.4000,CAD enerji fiyatlarıyla destekli; USD/CAD düşüyor,,,⏳
2026-01-19,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,USD/CAD,+12M,2027-01-19,1.3900,1.4100,CAD enerji fiyatlarıyla destekli; USD/CAD düşüyor,,,⏳
2026-02-17,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,USD/CAD,+1M,2026-03-17,1.3600,1.3600,CAD tarife riskiyle karışık; USD/CAD stabil,1.3700,100 pip (0.74%),❌
2026-02-17,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,USD/CAD,+3M,2026-05-17,1.3600,1.3600,CAD tarife riskiyle karışık; USD/CAD stabil,,,⏳
2026-02-17,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,USD/CAD,+6M,2026-08-17,1.3600,1.3700,CAD tarife riskiyle karışık; USD/CAD stabil,,,⏳
2026-02-17,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,USD/CAD,+12M,2027-02-17,1.3600,1.3800,CAD tarife riskiyle karışık; USD/CAD stabil,,,⏳
2026-03-20,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,USD/CAD,+1M,2026-04-20,1.3700,1.3800,CAD enerji ihracatçısı avantajı; USD/CAD düşüyor,,,⏳
2026-03-20,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,USD/CAD,+3M,2026-06-20,1.3700,1.3800,CAD enerji ihracatçısı avantajı; USD/CAD düşüyor,,,⏳
2026-03-20,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,USD/CAD,+6M,2026-09-20,1.3700,1.3900,CAD enerji ihracatçısı avantajı; USD/CAD düşüyor,,,⏳
2026-03-20,Danske Bank,Antti Ilvonen,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,USD/CAD,+12M,2027-03-20,1.3700,1.4000,CAD enerji ihracatçısı avantajı; USD/CAD düşüyor,,,⏳
2025-06-23,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - NOK Remains Vulnerable,USD/CNY,+1M,2025-07-23,7.19,7.18,CNY kademeli güçlenme beklentisi; Çin politika desteği,7.16,-200 pip (-0.28%),✅
2025-06-23,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - NOK Remains Vulnerable,USD/CNY,+3M,2025-09-23,7.19,7.16,CNY kademeli güçlenme beklentisi; Çin politika desteği,7.09,-700 pip (-0.98%),✅
2025-06-23,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - NOK Remains Vulnerable,USD/CNY,+6M,2025-12-23,7.19,7.14,CNY kademeli güçlenme beklentisi; Çin politika desteği,7.04,-1000 pip (-1.40%),✅
2025-06-23,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - NOK Remains Vulnerable,USD/CNY,+12M,2026-06-23,7.19,7.12,CNY kademeli güçlenme beklentisi; Çin politika desteği,,,⏳
2025-07-22,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - USD Rebound is Temporary,USD/CNY,+1M,2025-08-22,7.16,7.18,CNY politika desteğiyle kademeli değerlenme,7.18,0 pip (0.00%),✅
2025-07-22,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - USD Rebound is Temporary,USD/CNY,+3M,2025-10-22,7.16,7.16,CNY politika desteğiyle kademeli değerlenme,7.12,-400 pip (-0.56%),❌
2025-07-22,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - USD Rebound is Temporary,USD/CNY,+6M,2026-01-22,7.16,7.14,CNY politika desteğiyle kademeli değerlenme,6.97,-1700 pip (-2.38%),✅
2025-07-22,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - USD Rebound is Temporary,USD/CNY,+12M,2026-07-22,7.16,7.12,CNY politika desteğiyle kademeli değerlenme,,,⏳
2025-08-19,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Still Negative on SEK and NOK,USD/CNY,+1M,2025-09-19,7.18,7.18,CNY'de hızlanan değerlenme; Çin teşvikleri destekleyici,7.09,-900 pip (-1.25%),❌
2025-08-19,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Still Negative on SEK and NOK,USD/CNY,+3M,2025-11-19,7.18,7.16,CNY'de hızlanan değerlenme; Çin teşvikleri destekleyici,7.11,-500 pip (-0.70%),✅
2025-08-19,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Still Negative on SEK and NOK,USD/CNY,+6M,2026-02-19,7.18,7.14,CNY'de hızlanan değerlenme; Çin teşvikleri destekleyici,6.90,-2400 pip (-3.36%),✅
2025-08-19,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Still Negative on SEK and NOK,USD/CNY,+12M,2026-08-19,7.18,7.12,CNY'de hızlanan değerlenme; Çin teşvikleri destekleyici,,,⏳
2025-09-19,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,USD/CNY,+1M,2025-10-19,7.09,7.12,CNY kademeli değerlenme sürecek,7.12,0 pip (0.00%),✅
2025-09-19,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,USD/CNY,+3M,2025-12-19,7.09,7.08,CNY kademeli değerlenme sürecek,7.04,-400 pip (-0.56%),✅
2025-09-19,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,USD/CNY,+6M,2026-03-19,7.09,7.05,CNY kademeli değerlenme sürecek,6.88,-1700 pip (-2.41%),✅
2025-09-19,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Rebound in Real Rates to Support USD Weigh on Scandies,USD/CNY,+12M,2026-09-19,7.09,7.00,CNY kademeli değerlenme sürecek,,,⏳
2025-10-21,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Upward Pressure on EUR/DKK,USD/CNY,+1M,2025-11-21,7.12,7.12,CNY düşüş trendi hızlanıyor,7.11,-100 pip (-0.14%),✅
2025-10-21,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Upward Pressure on EUR/DKK,USD/CNY,+3M,2026-01-21,7.12,7.08,CNY düşüş trendi hızlanıyor,6.97,-1100 pip (-1.55%),✅
2025-10-21,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Upward Pressure on EUR/DKK,USD/CNY,+6M,2026-04-21,7.12,7.05,CNY düşüş trendi hızlanıyor,,,⏳
2025-10-21,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Upward Pressure on EUR/DKK,USD/CNY,+12M,2026-10-21,7.12,7.00,CNY düşüş trendi hızlanıyor,,,⏳
2025-11-18,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,USD/CNY,+1M,2025-12-18,7.11,7.10,CNY güçlenme trendi hızlanıyor; Çin desteği sürecek,7.04,-600 pip (-0.85%),✅
2025-11-18,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,USD/CNY,+3M,2026-02-18,7.11,7.08,CNY güçlenme trendi hızlanıyor; Çin desteği sürecek,6.90,-1800 pip (-2.54%),✅
2025-11-18,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,USD/CNY,+6M,2026-05-18,7.11,7.05,CNY güçlenme trendi hızlanıyor; Çin desteği sürecek,,,⏳
2025-11-18,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - USD to Weather AI Valuation Woes,USD/CNY,+12M,2026-11-18,7.11,7.00,CNY güçlenme trendi hızlanıyor; Çin desteği sürecek,,,⏳
2025-12-19,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,USD/CNY,+1M,2026-01-19,7.04,7.04,CNY düşüş trendi sürecek; yuan güçleniyor,6.97,-700 pip (-0.99%),❌
2025-12-19,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,USD/CNY,+3M,2026-03-19,7.04,7.02,CNY düşüş trendi sürecek; yuan güçleniyor,6.88,-1400 pip (-1.99%),✅
2025-12-19,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,USD/CNY,+6M,2026-06-19,7.04,7.00,CNY düşüş trendi sürecek; yuan güçleniyor,,,⏳
2025-12-19,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Weaker USD GBP and NOK in 2026,USD/CNY,+12M,2026-12-19,7.04,6.95,CNY düşüş trendi sürecek; yuan güçleniyor,,,⏳
2026-01-19,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,USD/CNY,+1M,2026-02-19,6.97,6.97,CNY hızlanan değerlenme; Çin büyüme desteği,6.90,-700 pip (-1.00%),❌
2026-01-19,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,USD/CNY,+3M,2026-04-19,6.97,6.95,CNY hızlanan değerlenme; Çin büyüme desteği,,,⏳
2026-01-19,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,USD/CNY,+6M,2026-07-19,6.97,6.90,CNY hızlanan değerlenme; Çin büyüme desteği,,,⏳
2026-01-19,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Geopolitics Takes Centre Stage as 2026 Kicks Off,USD/CNY,+12M,2027-01-19,6.97,6.80,CNY hızlanan değerlenme; Çin büyüme desteği,,,⏳
2026-02-17,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,USD/CNY,+1M,2026-03-17,6.90,6.88,CNY trend aşağı yönde devam; yuan güçlü,6.88,0 pip (0.00%),✅
2026-02-17,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,USD/CNY,+3M,2026-05-17,6.90,6.85,CNY trend aşağı yönde devam; yuan güçlü,,,⏳
2026-02-17,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,USD/CNY,+6M,2026-08-17,6.90,6.80,CNY trend aşağı yönde devam; yuan güçlü,,,⏳
2026-02-17,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Lingering Scepticism Sustains Bearish Dollar Outlook,USD/CNY,+12M,2027-02-17,6.90,6.70,CNY trend aşağı yönde devam; yuan güçlü,,,⏳
2026-03-20,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,USD/CNY,+1M,2026-04-20,6.88,6.88,CNY enerji şoku etkisiyle hafif zayıf; trend düşüyor,,,⏳
2026-03-20,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,USD/CNY,+3M,2026-06-20,6.88,6.85,CNY enerji şoku etkisiyle hafif zayıf; trend düşüyor,,,⏳
2026-03-20,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,USD/CNY,+6M,2026-09-20,6.88,6.80,CNY enerji şoku etkisiyle hafif zayıf; trend düşüyor,,,⏳
2026-03-20,Danske Bank,Allan von Mehren,PDF,FX Forecast Update - Energy Shock Steers Global Repricing,USD/CNY,+12M,2027-03-20,6.88,6.70,CNY enerji şoku etkisiyle hafif zayıf; trend düşüyor,,,⏳
2023-08-28,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ağustos 2023,AEFES.IS,+12M,2024-08-28,10.75,13.62,Bira ve içecek sektöründe büyüme; Rusya ve Türkiye operasyonları. Hedef 13.62 TL (%27 potansiyel). Ağustos 2023 portföyü; enflasyon ortamında seçici hisseler,22.53,9 pip (65.41%),✅
2023-09-18,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Eylül 2023,AEFES.IS,+12M,2024-09-18,9.97,13.00,"Bira ve içecek sektöründe büyüme; Rusya ve Türkiye operasyonları. Hedef 13.00 TL (%30 potansiyel). Eylül 2023; ISCTR çıkarıldı, bankacılık hedefleri belirlendi",20.68,8 pip (59.08%),✅
2023-10-16,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ekim 2023-2,AEFES.IS,+12M,2024-10-16,10.24,14.00,"Bira ve içecek sektöründe büyüme; Rusya ve Türkiye operasyonları. Hedef 14.00 TL (%37 potansiyel). Ekim 2023 güncelleme; AEFES geri eklendi, 3Q23 katalizör",18.12,4 pip (29.43%),✅
2024-06-25,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Haziran 2024,AEFES.IS,+12M,2025-06-25,23.44,30.00,Bira ve içecek sektöründe büyüme; Rusya ve Türkiye operasyonları. Hedef 30.00 TL (%28 potansiyel). Haziran 2024 kapsamlı güncelleme; BIST100 hedef 14.000,13.93,-16 pip (-53.57%),❌
2024-10-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Ekim 2024,AEFES.IS,+12M,2025-10-22,18.30,27.00,"Bira ve içecek sektöründe büyüme; Rusya ve Türkiye operasyonları. Hedef 27.00 TL (%48 potansiyel). Ekim 2024; BIST100 hedef 12.500, düzeltme sonrası fırsat",14.35,-13 pip (-46.85%),❌
2026-01-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,2026 Strateji Raporu Ocak 2026,AEFES.IS,+12M,2027-01-22,17.59,21.00,"Bira ve içecek sektöründe büyüme; Rusya ve Türkiye operasyonları. Hedef 21.00 TL (%19 potansiyel). 2026 Strateji; BIST100 hedef 15.000, makro iyileşme beklentisi",,,⏳
2023-08-28,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ağustos 2023,CCOLA.IS,+12M,2024-08-28,375.20,420.00,"Güçlü fiyatlama gücü, düşük borçluluk; Türkiye ve bölge büyümesi. Hedef 420.00 TL (%12 potansiyel). Ağustos 2023 portföyü; enflasyon ortamında seçici hisseler",60.80,-359 pip (-85.52%),❌
2023-09-18,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Eylül 2023,CCOLA.IS,+12M,2024-09-18,373.50,470.00,"Güçlü fiyatlama gücü, düşük borçluluk; Türkiye ve bölge büyümesi. Hedef 470.00 TL (%26 potansiyel). Eylül 2023; ISCTR çıkarıldı, bankacılık hedefleri belirlendi",61.90,-408 pip (-86.83%),❌
2023-10-02,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ekim 2023,CCOLA.IS,+12M,2024-10-02,399.20,550.00,"Güçlü fiyatlama gücü, düşük borçluluk; Türkiye ve bölge büyümesi. Hedef 550.00 TL (%38 potansiyel). Ekim 2023; portföy 10 hisseye daraltıldı, CCOLA ve FROTO hedef yükseltme",52.80,-497 pip (-90.40%),❌
2023-10-16,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ekim 2023-2,CCOLA.IS,+12M,2024-10-16,353.80,550.00,"Güçlü fiyatlama gücü, düşük borçluluk; Türkiye ve bölge büyümesi. Hedef 550.00 TL (%55 potansiyel). Ekim 2023 güncelleme; AEFES geri eklendi, 3Q23 katalizör",47.96,-502 pip (-91.28%),❌
2024-06-25,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Haziran 2024,CCOLA.IS,+12M,2025-06-25,796.50,1100.00,"Güçlü fiyatlama gücü, düşük borçluluk; Türkiye ve bölge büyümesi. Hedef 1100.00 TL (%38 potansiyel). Haziran 2024 kapsamlı güncelleme; BIST100 hedef 14.000",48.10,-1052 pip (-95.63%),❌
2024-10-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Ekim 2024,CCOLA.IS,+12M,2025-10-22,50.40,85.00,"Güçlü fiyatlama gücü, düşük borçluluk; Türkiye ve bölge büyümesi. Hedef 85.00 TL (%69 potansiyel). Ekim 2024; BIST100 hedef 12.500, düzeltme sonrası fırsat",51.45,-34 pip (-39.47%),✅
2024-12-30,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Aralık 2024,CCOLA.IS,+12M,2025-12-30,60.80,85.00,"Güçlü fiyatlama gücü, düşük borçluluk; Türkiye ve bölge büyümesi. Hedef 85.00 TL (%40 potansiyel). Aralık 2024; AEFES Rusya riski nedeniyle çıkarıldı",58.80,-26 pip (-30.82%),❌
2025-01-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,2025 Strateji Raporu Ocak 2025,CCOLA.IS,+12M,2026-01-22,60.30,85.00,"Güçlü fiyatlama gücü, düşük borçluluk; Türkiye ve bölge büyümesi. Hedef 85.00 TL (%41 potansiyel). 2025 Strateji; gevşeme döngüsü teması, BIST100 hedef 12.500",69.35,-16 pip (-18.41%),✅
2025-07-25,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Temmuz 2025,CCOLA.IS,+12M,2026-07-25,51.40,85.00,"Güçlü fiyatlama gücü, düşük borçluluk; Türkiye ve bölge büyümesi. Hedef 85.00 TL (%65 potansiyel). Temmuz 2025; BIST100 hedef 13.500'e yükseltildi, ISCTR ve SAHOL eklendi",,,⏳
2025-10-02,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Ekim 2025,CCOLA.IS,+12M,2026-10-02,47.60,85.00,"Güçlü fiyatlama gücü, düşük borçluluk; Türkiye ve bölge büyümesi. Hedef 85.00 TL (%79 potansiyel). Ekim 2025; 9 hisseye daraltıldı, savunmacı portföy",,,⏳
2026-01-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,2026 Strateji Raporu Ocak 2026,CCOLA.IS,+12M,2027-01-22,69.35,85.00,"Güçlü fiyatlama gücü, düşük borçluluk; Türkiye ve bölge büyümesi. Hedef 85.00 TL (%23 potansiyel). 2026 Strateji; BIST100 hedef 15.000, makro iyileşme beklentisi",,,⏳
2023-08-28,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ağustos 2023,FROTO.IS,+12M,2024-08-28,87.25,121.72,Ertelenmiş talep ve elektrikli araca geçiş; kapasite yatırımı devam. Hedef 121.72 TL (%40 potansiyel). Ağustos 2023 portföyü; enflasyon ortamında seçici hisseler,92.00,-30 pip (-24.41%),✅
2023-09-18,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Eylül 2023,FROTO.IS,+12M,2024-09-18,84.70,120.00,"Ertelenmiş talep ve elektrikli araca geçiş; kapasite yatırımı devam. Hedef 120.00 TL (%42 potansiyel). Eylül 2023; ISCTR çıkarıldı, bankacılık hedefleri belirlendi",91.65,-28 pip (-23.62%),✅
2023-10-02,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ekim 2023,FROTO.IS,+12M,2024-10-02,84.82,125.00,"Ertelenmiş talep ve elektrikli araca geçiş; kapasite yatırımı devam. Hedef 125.00 TL (%47 potansiyel). Ekim 2023; portföy 10 hisseye daraltıldı, CCOLA ve FROTO hedef yükseltme",88.00,-37 pip (-29.60%),✅
2023-10-16,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Ekim 2023-2,FROTO.IS,+12M,2024-10-16,87.81,125.00,"Ertelenmiş talep ve elektrikli araca geçiş; kapasite yatırımı devam. Hedef 125.00 TL (%42 potansiyel). Ekim 2023 güncelleme; AEFES geri eklendi, 3Q23 katalizör",91.55,-33 pip (-26.76%),✅
2024-06-25,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Haziran 2024,FROTO.IS,+12M,2025-06-25,111.90,145.00,Ertelenmiş talep ve elektrikli araca geçiş; kapasite yatırımı devam. Hedef 145.00 TL (%30 potansiyel). Haziran 2024 kapsamlı güncelleme; BIST100 hedef 14.000,86.80,-58 pip (-40.14%),❌
2024-10-22,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Ekim 2024,FROTO.IS,+12M,2025-10-22,99.60,125.00,"Ertelenmiş talep ve elektrikli araca geçiş; kapasite yatırımı devam. Hedef 125.00 TL (%26 potansiyel). Ekim 2024; BIST100 hedef 12.500, düzeltme sonrası fırsat",97.70,-27 pip (-21.84%),❌
2024-12-30,ICBC Yatırım,ICBC Yatırım Araştırma Ekibi,PDF,Model Portföy Güncelleme Aralık 2024,FROTO.IS,+12M,2025-12-30,93.95,125.00,Ertelenmiş talep ve elektrikli araca geçiş; kapasite yatırımı devam. Hedef 125.00 TL (%33 potansiyel). Aralık 2024; AEFES Rusya riski nedeniyle çıkarıldı,92.65,-32 pip (-25.88%),❌
